time roll pitch yaw roll_d pitch_d yaw_d longitude latitude height roll_t pitch_t yaw_t longitude_t latitude_t height_t roll_signal pitch_signal yaw_signal throttle Kp_r_d Ki_r_d Kd_r_d Kp_p_d Ki_p_d Kd_p_d Kp_y_d Ki_y_d Kd_y_d Kp_r Ki_r Kd_r Kp_p Ki_p Kd_p Kp_y Ki_y Kd_y Kp_lon Ki_lon Kd_lon Kp_lat Ki_lat Kd_lat Kp_h Ki_h Kd_h
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.075 1.1 2.2 3.3 4.4 5.5 6.6 0 0 19 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.194 1.33 0.73 -10.7 -2.75 -0.75 -0.13 0 0 20 2 0 0 0 0 22 2.78 -2.43 -7.89 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.326 1.32 0.71 -10.89 1.06 0.69 1.81 0 0 19 2 0 0 0 0 22 -1.26 -0.69 -7.47 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.426 1.3 0.73 -11.05 -1.37 1.19 0.19 0 0 19 2 0 0 0 0 22 3.71 -2.23 -7.94 1222 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.526 1.29 0.74 -11.15 -0.81 0.69 0.25 0 0 21 2 0 0 0 0 22 -0.14 -0.63 -8.19 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.626 1.3 0.73 -11.24 -0.13 -0.06 -0.19 0 0 19 2 0 0 0 0 22 -0.19 -0.15 -8.48 1222 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.726 1.31 0.74 -11.44 1.37 0 0.37 0 0 18 1 0 0 0 0 22 -2.31 -0.67 -9.4 1223 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.826 1.31 0.75 -11.55 0 0 1.44 0 0 18 2 0 0 0 0 22 0.61 -0.61 -10.22 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
6.926 1.3 0.74 -11.69 -0.31 0.31 1 0 0 18 2 1 0 0 0 22 1.32 -0.11 -10.85 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.026 1.31 0.74 -11.79 0.13 0.88 -0.5 0 0 19 2 0 0 0 0 22 0.37 -1.66 -8.45 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.126 1.3 0.75 -11.99 1.69 0.31 1.62 0 0 19 2 0 0 0 0 22 -0.84 -2.27 -11.49 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.226 1.31 0.75 -12.05 0.31 0.75 1.25 0 0 19 2 0 0 0 0 22 0.27 -2 -10.62 1223 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.326 1.32 0.76 -12.21 -0.37 0.56 1.25 0 0 19 2 0 0 0 0 22 0.71 -1.67 -12.1 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.426 1.32 0.76 -12.3 0 0.31 0.31 0 0 19 2 0 0 0 0 22 1.15 -1.01 -11.44 1223 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.526 1.32 0.76 -12.47 0.19 0.06 1.25 0 0 19 1 0 0 0 0 22 -6.58 -0.46 -12.93 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.626 1.32 0.75 -12.55 -0.13 0.19 0.81 0 0 19 2 0 0 0 0 22 0.68 -0.83 -12.79 1222 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.726 1.32 0.75 -12.71 -0.06 0.31 1.12 0 0 19 2 0 0 0 0 22 0.58 -0.3 -13.22 1222 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.826 1.32 0.75 -12.78 0 0.31 0.94 0 0 19 1 0 0 0 0 22 -0.32 -1.17 -13.72 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
7.926 1.32 0.75 -12.96 0 0.25 1.19 0 0 19 2 0 0 0 0 22 0.59 -1.02 -14.26 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.026 1.32 0.76 -13.05 0.13 0.19 0.94 0 0 19 2 0 0 0 0 22 6.05 -0.89 -14.53 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.126 1.32 0.75 -13.15 0 0.25 1.12 0 0 19 2 0 0 0 0 22 0.59 -0.92 -15.03 1222 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.226 1.32 0.75 -13.29 0 0.31 1 0 0 19 2 0 0 0 0 22 0.61 -1.02 -15.23 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.326 1.33 0.75 -13.35 0 0.31 1.06 0 0 20 2 0 0 0 0 22 0.59 -0.95 -15.71 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.426 1.33 0.75 -13.48 0 0.31 0.94 0 0 19 2 0 0 0 0 22 0.64 -1.1 -14.5 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.526 1.33 0.75 -13.56 0 0.25 1 0 0 19 2 0 0 0 0 22 0.59 -6.55 -14.95 1223 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.626 1.33 0.75 -13.73 0.06 0.25 1 0 0 20 2 0 0 0 0 22 0.49 -1.03 -16.9 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.726 1.33 0.75 -13.82 0 0.31 1.06 0 0 19 2 0 0 0 0 22 0.6 -0.99 -15.51 1222 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.826 1.33 0.76 -13.97 0 0.31 1 0 0 20 2 0 0 0 0 22 0.53 -1.13 -16.11 1221 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
8.926 1.33 0.76 -14.04 0 0.25 1.06 0 0 19 2 0 0 0 0 22 0.6 -1.07 -18.11 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
9.026 1.34 0.76 -14.18 0 0.25 0.94 0 0 19 2 0 0 0 0 22 0.59 -1.08 -18.28 1220 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
