time roll pitch yaw roll_d pitch_d yaw_d longitude latitude height roll_t pitch_t yaw_t longitude_t latitude_t height_t roll_signal pitch_signal yaw_signal throttle Kp_r_d Ki_r_d Kd_r_d Kp_p_d Ki_p_d Kd_p_d Kp_y_d Ki_y_d Kd_y_d Kp_r Ki_r Kd_r Kp_p Ki_p Kd_p Kp_y Ki_y Kd_y Kp_lon Ki_lon Kd_lon Kp_lat Ki_lat Kd_lat Kp_h Ki_h Kd_h
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 1250 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.246 0.65 0.34 18.65 -0.13 0.06 1 0 0 21 2 0 0 0 0 59 7.17 -0.9 -57.53 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.345 0.65 0.34 18.76 -0.06 0.13 1 0 0 21 2 0 0 0 0 59 1.34 -1.06 -57.47 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.445 0.65 0.34 18.86 -0.13 0.06 1.06 0 0 21 2 0 0 0 0 59 1.57 -1 -55.68 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.545 0.65 0.34 18.96 -0.06 0.19 1 0 0 19 2 0 0 0 0 59 1.5 -1.23 -57.5 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.646 0.65 0.34 19.06 -0.06 0.13 0.88 0 0 21 2 0 0 0 0 59 1.55 -1.23 -57.39 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.746 0.64 0.34 19.16 -0.13 0.19 0.94 0 0 21 2 0 0 0 0 59 1.73 -1.16 -55.96 1597 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.846 0.64 0.35 19.27 -0.06 0 0.88 0 0 21 1 0 0 0 0 59 0.72 -0.95 -57.36 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
20.946 0.65 0.34 19.37 -0.25 0.13 1 0 0 21 2 0 0 0 0 59 1.87 -1.08 -57.47 1597 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
21.046 0.65 0.34 19.47 -0.06 0.13 0.94 0 0 22 2 0 0 0 0 59 1.54 -1.16 -57.38 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
21.146 0.65 0.34 19.57 -0.06 0 1.06 0 0 21 2 0 0 0 0 59 1.42 -1.08 -57.47 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
21.246 0.65 0.34 19.67 -0.19 0.13 1 0 0 22 2 0 0 0 0 59 1.66 -1.17 -57.5 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
21.346 0.66 0.34 19.78 -0.06 0.19 1.06 0 0 21 2 0 0 0 0 59 1.47 -1.19 -56.01 1596 0.5 0.1 0.3 0.5 0.1 0.3 1.5 0.5 0.3 1.7 0 0 1.7 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.11
